gene,p_value,HPO_Freq,Rank_1,New_Pvalue,Rank_2,Rank1-Rank2
AHCYL1,0.244359047,0,4724,2.44E-01,5587,-863
LOC102155947,0.244381989,0,4725,2.44E-01,5588,-863
ITFG1,0.244387029,0,4726,2.44E-01,5589,-863
LOC102154216,0.244387029,0,4727,2.44E-01,5590,-863
MTA3,0.244390819,0,4728,2.44E-01,5591,-863
LOC106558221,0.24446662,0,4729,2.44E-01,5592,-863
HPS6,0.489259117,1,8062,2.45E-01,5593,2469
GABPA,0.24467582,0,4730,2.45E-01,5594,-864
NFRKB,0.244706685,0,4731,2.45E-01,5595,-864
LOC102151715,0.2447729,0,4732,2.45E-01,5596,-864
LOC102151487,0.244886681,0,4733,2.45E-01,5597,-864
LOC102157141,0.244924018,0,4734,2.45E-01,5598,-864
LOC102157193,0.244924018,0,4735,2.45E-01,5599,-864
SAAL1,0.245013522,0,4736,2.45E-01,5600,-864
MIR8835,0.245167496,0,4737,2.45E-01,5601,-864
FILIP1,0.245167496,0,4738,2.45E-01,5602,-864
MCF2L2,0.24519357,0,4739,2.45E-01,5603,-864
PUS7L,0.245556844,0,4741,2.46E-01,5604,-863
RTN3,0.245557495,0,4743,2.46E-01,5605,-862
LOC102154595,0.245606,0,4744,2.46E-01,5606,-862
LOC102154374,0.245678807,0,4745,2.46E-01,5607,-862
LOC106559884,0.245787794,0,4746,2.46E-01,5608,-862
PEAK1,0.245787794,0,4747,2.46E-01,5609,-862
ST8SIA3,0.246159843,0,4748,2.46E-01,5610,-862
LOC476882,0.246243273,0,4749,2.46E-01,5611,-862
SLA,0.24624445,0,4750,2.46E-01,5612,-862
FHOD3,0.246359041,0,4751,2.46E-01,5613,-862
C4H1orf198,0.246424175,0,4752,2.46E-01,5614,-862
TM9SF2,0.246433731,0,4753,2.46E-01,5615,-862
BCL2L12,0.246546705,0,4754,2.47E-01,5616,-862
LOC474938,0.246674701,0,4755,2.47E-01,5617,-862
CREG2,0.246714718,0,4756,2.47E-01,5618,-862
NPAS2,0.246714718,0,4757,2.47E-01,5619,-862
SLC16A1,0.986932468,3,12274,2.47E-01,5620,6654
UBQLN1,0.246787886,0,4758,2.47E-01,5621,-863
LOC106558138,0.246856124,0,4759,2.47E-01,5622,-863
TECPR1,0.247019524,0,4760,2.47E-01,5623,-863
ENTPD8,0.247123136,0,4763,2.47E-01,5624,-861
NOXA1,0.247123136,0,4764,2.47E-01,5625,-861
TDRD3,0.247190141,0,4766,2.47E-01,5626,-860
ZNHIT6,0.247289208,0,4767,2.47E-01,5627,-860
LOC102151449,0.247356417,0,4768,2.47E-01,5628,-860
CCKAR,0.24762479,0,4769,2.48E-01,5629,-860
LOC106559985,0.247650444,0,4770,2.48E-01,5630,-860
LOC483486,0.247650444,0,4771,2.48E-01,5631,-860
C27H12orf10,0.247813475,0,4772,2.48E-01,5632,-860
DNTTIP2,0.247847375,0,4773,2.48E-01,5633,-860
ENTPD4,0.247923488,0,4774,2.48E-01,5634,-860
DAB2IP,0.248075008,0,4775,2.48E-01,5635,-860
KCNG3,0.248173727,0,4776,2.48E-01,5636,-860
IL26,0.248236041,0,4777,2.48E-01,5637,-860
LOC102152396,0.248354451,0,4778,2.48E-01,5638,-860
KLRA1,0.248354451,0,4779,2.48E-01,5639,-860
LOC486692,0.248354451,0,4780,2.48E-01,5640,-860
TAGLN3,0.248367045,0,4781,2.48E-01,5641,-860
GEN1,0.24841987,0,4782,2.48E-01,5642,-860
SMC6,0.24841987,0,4783,2.48E-01,5643,-860
SH2D5,0.248727693,0,4785,2.49E-01,5644,-859
MFF,0.248990935,0,4787,2.49E-01,5645,-858
UTP20,0.249083997,0,4789,2.49E-01,5646,-857
LOC106558003,0.249115771,0,4790,2.49E-01,5647,-857
ALDH4A1,0.747470737,2,10596,2.49E-01,5648,4948
IMMP1L,0.24928739,0,4791,2.49E-01,5649,-858
DNAJC24,0.24928739,0,4792,2.49E-01,5650,-858
PRRC1,0.249404728,0,4793,2.49E-01,5651,-858
LOC100685195,0.249404728,0,4794,2.49E-01,5652,-858
SLC12A2,0.249404728,0,4795,2.49E-01,5653,-858
TPP2,0.24941848,0,4796,2.49E-01,5654,-858
TTC22,0.24943714,0,4797,2.49E-01,5655,-858
TRIM44,0.249443209,0,4798,2.49E-01,5656,-858
LOC106558782,0.249590309,0,4799,2.50E-01,5657,-858
ROS1,0.249590309,0,4800,2.50E-01,5658,-858
SCML4,0.249595608,0,4801,2.50E-01,5659,-858
LSM12,0.249668881,0,4803,2.50E-01,5660,-857
C9H17orf105,0.249668881,0,4804,2.50E-01,5661,-857
LRPAP1,0.998763713,3,12349,2.50E-01,5662,6687
LOC480785,0.249722905,0,4806,2.50E-01,5663,-857
DOPEY2,0.249722905,0,4807,2.50E-01,5664,-857
ANGPTL4,0.249743102,0,4808,2.50E-01,5665,-857
RAB11B,0.249743102,0,4809,2.50E-01,5666,-857
LOC488290,0.249844541,0,4810,2.50E-01,5667,-857
LOC488291,0.249844541,0,4811,2.50E-01,5668,-857
CXCR4,0.499972029,1,8192,2.50E-01,5669,2523
CUL5,0.250100883,0,4813,2.50E-01,5670,-857
LOC102156093,0.250100883,0,4814,2.50E-01,5671,-857
DCN,0.750865078,2,10630,2.50E-01,5672,4958
LRRC2,0.250324432,0,4815,2.50E-01,5673,-858
INTS1,0.250327091,0,4816,2.50E-01,5674,-858
ARPIN,0.250427021,0,4817,2.50E-01,5675,-858
NTF3,0.250471712,0,4818,2.50E-01,5676,-858
TSPAN11,0.250471712,0,4819,2.50E-01,5677,-858
BCO2,0.250496447,0,4820,2.50E-01,5678,-858
LOC102152218,0.250504522,0,4821,2.51E-01,5679,-858
CYP26B1,0.501843119,1,8213,2.51E-01,5680,2533
ASB4,0.250944185,0,4822,2.51E-01,5681,-859
ERAP1,0.250984737,0,4823,2.51E-01,5682,-859
KCNK3,0.501979844,1,8215,2.51E-01,5683,2532
LDLRAP1,0.250990742,0,4824,2.51E-01,5684,-860
LOC479761,0.251140105,0,4825,2.51E-01,5685,-860
ZCWPW1,0.25118587,0,4826,2.51E-01,5686,-860
PILRA,0.25118587,0,4827,2.51E-01,5687,-860
SRPK1,0.251222127,0,4828,2.51E-01,5688,-860
LOC102155742,0.251430578,0,4829,2.51E-01,5689,-860
LYPLAL1,0.251521371,0,4830,2.52E-01,5690,-860
LOC106558347,0.251521371,0,4831,2.52E-01,5691,-860
LOC102154255,0.251542827,0,4832,2.52E-01,5692,-860
TMEM95,0.251575562,0,4833,2.52E-01,5693,-860
SENP3,0.251575562,0,4834,2.52E-01,5694,-860
TNFSF13,0.251575562,0,4835,2.52E-01,5695,-860
FOXRED2,0.251777341,0,4836,2.52E-01,5696,-860
PARP9,0.252140217,0,4841,2.52E-01,5697,-856
PARP14,0.252140217,0,4842,2.52E-01,5698,-856
ABHD17B,0.252343978,0,4843,2.52E-01,5699,-856
C1H9orf85,0.252343978,0,4844,2.52E-01,5700,-856
LOC102153314,0.252366714,0,4846,2.52E-01,5701,-855
CNTFR,0.252366714,0,4847,2.52E-01,5702,-855
LOC102153363,0.252366714,0,4848,2.52E-01,5703,-855
RPP25L,0.252366714,0,4849,2.52E-01,5704,-855
ARID3C,0.252366714,0,4850,2.52E-01,5705,-855
DCTN3,0.252366714,0,4851,2.52E-01,5706,-855
CCL19,0.252366714,0,4852,2.52E-01,5707,-855
LOC106559492,0.252366714,0,4853,2.52E-01,5708,-855
C11H9orf131,0.252366714,0,4854,2.52E-01,5709,-855
STOML2,0.252366714,0,4855,2.52E-01,5710,-855
UNC13B,0.252366714,0,4856,2.52E-01,5711,-855
LOC611901,0.252366714,0,4857,2.52E-01,5712,-855
CD72,0.252366714,0,4858,2.52E-01,5713,-855
ARHGEF39,0.252366714,0,4859,2.52E-01,5714,-855
TLN1,0.252366714,0,4861,2.52E-01,5715,-854
RECK,0.252366714,0,4862,2.52E-01,5716,-854
CLTA,0.252366714,0,4863,2.52E-01,5717,-854
BAD,0.252366714,0,4865,2.52E-01,5718,-853
PLCB3,0.252366714,0,4866,2.52E-01,5719,-853
LOC100688595,0.252366714,0,4867,2.52E-01,5720,-853
LTF,0.252387759,0,4868,2.52E-01,5721,-853
SACM1L,0.252387759,0,4869,2.52E-01,5722,-853
TNFRSF21,0.252456637,0,4870,2.52E-01,5723,-853
PPP1R16B,0.252664006,0,4871,2.53E-01,5724,-853
LRRC43,0.252794263,0,4872,2.53E-01,5725,-853
OTOP1,0.252817436,0,4873,2.53E-01,5726,-853
TMEM128,0.252817436,0,4874,2.53E-01,5727,-853
ZBTB49,0.252817436,0,4875,2.53E-01,5728,-853
LOC102153926,0.253124797,0,4876,2.53E-01,5729,-853
LOC106558450,0.253124797,0,4877,2.53E-01,5730,-853
LIPC,0.253124797,0,4879,2.53E-01,5731,-852
MRPL44,0.760048689,2,10712,2.53E-01,5732,4980
HAAO,0.253774653,0,4880,2.54E-01,5733,-853
DNAH8,0.253774653,0,4881,2.54E-01,5734,-853
LOC106559867,0.253868627,0,4882,2.54E-01,5735,-853
C5H17orf107,0.253878392,0,4883,2.54E-01,5736,-853
MINK1,0.253878392,0,4885,2.54E-01,5737,-852
ECHDC1,0.253993306,0,4889,2.54E-01,5738,-849
HSPBAP1,0.254098625,0,4890,2.54E-01,5739,-849
LOC102151672,0.254137187,0,4891,2.54E-01,5740,-849
ZGRF1,0.254238261,0,4892,2.54E-01,5741,-849
NEK10,0.254264625,0,4893,2.54E-01,5742,-849
ZRANB1,0.254354186,0,4894,2.54E-01,5743,-849
ITGA4,0.254511627,0,4896,2.55E-01,5744,-848
CWC15,0.254523316,0,4897,2.55E-01,5745,-848
TEKT1,0.254863903,0,4898,2.55E-01,5746,-848
LOC102154410,0.254971041,0,4899,2.55E-01,5747,-848
DOPEY1,0.25506761,0,4900,2.55E-01,5748,-848
TRIP12,0.255172102,0,4901,2.55E-01,5749,-848
LOC102156117,0.255252205,0,4902,2.55E-01,5750,-848
SLC10A6,0.255318579,0,4903,2.55E-01,5751,-848
NFAM1,0.2553598,0,4904,2.55E-01,5752,-848
NFE2L2,0.255515681,0,4905,2.56E-01,5753,-848
ASPG,0.255744349,0,4906,2.56E-01,5754,-848
TM7SF3,0.255951261,0,4907,2.56E-01,5755,-848
PTPRF,0.511940379,1,8310,2.56E-01,5756,2554
LOC102156695,0.256134043,0,4908,2.56E-01,5757,-849
LOC102156847,0.256134043,0,4909,2.56E-01,5758,-849
TOB1,0.256134043,0,4910,2.56E-01,5759,-849
LOC106559296,0.256134043,0,4911,2.56E-01,5760,-849
TOM1L1,0.256134043,0,4912,2.56E-01,5761,-849
MICAL2,0.25616513,0,4913,2.56E-01,5762,-849
GOLIM4,0.25616513,0,4914,2.56E-01,5763,-849
LOC490838,0.256175692,0,4915,2.56E-01,5764,-849
HDGFRP2,0.256205649,0,4916,2.56E-01,5765,-849
ENPP2,0.256316702,0,4918,2.56E-01,5766,-848
KDM1A,0.256431476,0,4919,2.56E-01,5767,-848
SFMBT2,0.256509696,0,4922,2.57E-01,5768,-846
LMF1,0.513359331,1,8338,2.57E-01,5769,2569
SS18L1,0.256680658,0,4923,2.57E-01,5770,-847
TESPA1,0.256843607,0,4924,2.57E-01,5771,-847
VAC14,0.25688938,0,4925,2.57E-01,5772,-847
BCAR3,0.256901512,0,4926,2.57E-01,5773,-847
MAP1S,0.257001664,0,4927,2.57E-01,5774,-847
ESYT2,0.257417537,0,4928,2.57E-01,5775,-847
FZD6,0.257465451,0,4929,2.57E-01,5776,-847
LOC102153029,0.257465451,0,4931,2.57E-01,5777,-846
LOC102153067,0.257465451,0,4932,2.57E-01,5778,-846
SWI5,0.257519081,0,4933,2.58E-01,5779,-846
ALS2CR12,0.257584655,0,4935,2.58E-01,5780,-845
DYNLL1,0.257608811,0,4936,2.58E-01,5781,-845
RYR2,0.772919061,2,10823,2.58E-01,5782,5041
LOC106558281,0.257642187,0,4937,2.58E-01,5783,-846
LOC102153974,0.257644069,0,4939,2.58E-01,5784,-845
PIN1,0.257644069,0,4940,2.58E-01,5785,-845
ZNF846,0.257644069,0,4941,2.58E-01,5786,-845
LOC100684808,0.257644069,0,4942,2.58E-01,5787,-845
LOC102154573,0.257644069,0,4943,2.58E-01,5788,-845
LOC100684878,0.257644069,0,4944,2.58E-01,5789,-845
LOC610553,0.257715351,0,4945,2.58E-01,5790,-845
LOC610561,0.257715351,0,4946,2.58E-01,5791,-845
COL26A1,0.257905047,0,4947,2.58E-01,5792,-845
LOC106558874,0.257905047,0,4948,2.58E-01,5793,-845
KIF2B,0.257920205,0,4949,2.58E-01,5794,-845
LOC102157043,0.257929695,0,4950,2.58E-01,5795,-845
LOC607830,0.257929695,0,4951,2.58E-01,5796,-845
LOC102152171,0.257929695,0,4952,2.58E-01,5797,-845
KIF21B,0.257929695,0,4954,2.58E-01,5798,-844
SEC16B,0.257939056,0,4955,2.58E-01,5799,-844
PCOLCE2,0.258133448,0,4956,2.58E-01,5800,-844
PAQR9,0.258133448,0,4957,2.58E-01,5801,-844
KIAA1407,0.25816091,0,4958,2.58E-01,5802,-844
ZDHHC13,0.258272746,0,4960,2.58E-01,5803,-843
NAGPA,0.258287157,0,4961,2.58E-01,5804,-843
RTCA,0.258363793,0,4962,2.58E-01,5805,-843
PRKG2,0.258430291,0,4966,2.58E-01,5806,-840
TMEM150C,0.258430291,0,4967,2.58E-01,5807,-840
GIF,0.516963219,1,8384,2.58E-01,5808,2576
CDH20,0.258513677,0,4968,2.59E-01,5809,-841
CFLAR,0.258658356,0,4969,2.59E-01,5810,-841
KCMF1,0.258680563,0,4971,2.59E-01,5811,-840
TMPRSS11D,0.258808088,0,4972,2.59E-01,5812,-840
FAM217A,0.258942119,0,4973,2.59E-01,5813,-840
LOC106559878,0.259052939,0,4974,2.59E-01,5814,-840
FGF4,0.259065388,0,4975,2.59E-01,5815,-840
IL20RB,0.259065388,0,4976,2.59E-01,5816,-840
FAM179B,0.259096537,0,4977,2.59E-01,5817,-840
KLHL28,0.259096537,0,4978,2.59E-01,5818,-840
SLCO4C1,0.259105643,0,4979,2.59E-01,5819,-840
NUP210,0.259305884,0,4980,2.59E-01,5820,-840
HDAC11,0.259305884,0,4981,2.59E-01,5821,-840
FBLN2,0.259305884,0,4982,2.59E-01,5822,-840
TM4SF4,0.259417888,0,4983,2.59E-01,5823,-840
GSR,0.51934923,1,8417,2.60E-01,5824,2593
BACH1,0.259909284,0,4984,2.60E-01,5825,-841
LOC106558219,0.259981349,0,4985,2.60E-01,5826,-841
MC1R,0.260229377,0,4988,2.60E-01,5827,-839
USP19,0.260233708,0,4990,2.60E-01,5828,-838
QRICH1,0.260233708,0,4991,2.60E-01,5829,-838
RIC3,0.260280756,0,4994,2.60E-01,5830,-836
SENP1,0.26031436,0,4996,2.60E-01,5831,-835
PACRGL,0.260370001,0,4997,2.60E-01,5832,-835
LOC102156931,0.260370001,0,4998,2.60E-01,5833,-835
FBXO30,0.260515808,0,4999,2.61E-01,5834,-835
BCL2L1,0.26052769,0,5000,2.61E-01,5835,-835
F13A1,0.781661683,2,10884,2.61E-01,5836,5048
CLIC6,0.260558117,0,5002,2.61E-01,5837,-835
TBC1D2B,0.260662813,0,5003,2.61E-01,5838,-835
KCNMB1,0.260698821,0,5004,2.61E-01,5839,-835
FAM196B,0.260698821,0,5006,2.61E-01,5840,-834
SPDL1,0.260698821,0,5007,2.61E-01,5841,-834
NDST4,0.260721092,0,5008,2.61E-01,5842,-834
ERICH6,0.260767901,0,5009,2.61E-01,5843,-834
SIAH2,0.260767901,0,5010,2.61E-01,5844,-834
GRIN2D,0.26081696,0,5011,2.61E-01,5845,-834
LOC102155880,0.26083044,0,5012,2.61E-01,5846,-834
SNX32,0.26083044,0,5013,2.61E-01,5847,-834
OVOL1,0.26083044,0,5014,2.61E-01,5848,-834
LOC612290,0.260854278,0,5015,2.61E-01,5849,-834
PCSK4,0.260854278,0,5016,2.61E-01,5850,-834
APC2,0.260854278,0,5017,2.61E-01,5851,-834
JARID2,0.260946252,0,5018,2.61E-01,5852,-834
C4H1orf131,0.261060077,0,5020,2.61E-01,5853,-833
GALM,0.26112641,0,5021,2.61E-01,5854,-833
LOC106558791,0.261191363,0,5022,2.61E-01,5855,-833
LOC482182,0.261191363,0,5023,2.61E-01,5856,-833
SLC25A36,0.261268266,0,5024,2.61E-01,5857,-833
LOC102151248,0.261401559,0,5028,2.61E-01,5858,-830
TCF20,0.261401559,0,5029,2.61E-01,5859,-830
LOC102155369,0.261401559,0,5031,2.61E-01,5860,-829
LOC106559655,0.261401559,0,5032,2.61E-01,5861,-829
LOC102156017,0.261439621,0,5034,2.61E-01,5862,-828
SAP30L,0.26188573,0,5035,2.62E-01,5863,-828
LOC102154534,0.261932889,0,5036,2.62E-01,5864,-828
USP24,0.261957539,0,5037,2.62E-01,5865,-828
MROH7,0.261957539,0,5039,2.62E-01,5866,-827
ACOT11,0.261957539,0,5040,2.62E-01,5867,-827
GTF3C4,0.261972441,0,5041,2.62E-01,5868,-827
AATF,0.262117694,0,5042,2.62E-01,5869,-827
TADA2A,0.262117694,0,5044,2.62E-01,5870,-826
TCERG1L,0.262204598,0,5045,2.62E-01,5871,-826
SEC14L2,0.262376281,0,5046,2.62E-01,5872,-826
SIX4,0.262746806,0,5047,2.63E-01,5873,-826
LOC100687815,0.262916966,0,5048,2.63E-01,5874,-826
VWA5B1,0.262955153,0,5049,2.63E-01,5875,-826
LOC102151235,0.262955153,0,5050,2.63E-01,5876,-826
SVIP,0.262968286,0,5051,2.63E-01,5877,-826
LOC100856774,0.263065641,0,5052,2.63E-01,5878,-826
LOC100685932,0.263065641,0,5053,2.63E-01,5879,-826
LOC102153348,0.263065641,0,5054,2.63E-01,5880,-826
LOC102156507,0.263092289,0,5056,2.63E-01,5881,-825
KCNK5,0.263119872,0,5057,2.63E-01,5882,-825
LOC102156981,0.263119872,0,5058,2.63E-01,5883,-825
PRKCZ,0.263180688,0,5059,2.63E-01,5884,-825
MORN1,0.263180688,0,5060,2.63E-01,5885,-825
FNBP1,0.263226167,0,5061,2.63E-01,5886,-825
AANAT,0.263251007,0,5063,2.63E-01,5887,-824
VIL1,0.263284078,0,5064,2.63E-01,5888,-824
SFI1,0.26338113,0,5066,2.63E-01,5889,-823
PISD,0.26338113,0,5067,2.63E-01,5890,-823
PRR14L,0.26338113,0,5068,2.63E-01,5891,-823
REV1,0.26341356,0,5070,2.63E-01,5892,-822
EIF5B,0.26341356,0,5071,2.63E-01,5893,-822
LOC102153480,0.26341356,0,5072,2.63E-01,5894,-822
LYG1,0.26341356,0,5073,2.63E-01,5895,-822
LYG2,0.26341356,0,5074,2.63E-01,5896,-822
KIAA1211L,0.26341356,0,5075,2.63E-01,5897,-822
CAMK1,0.26372275,0,5076,2.64E-01,5898,-822
LHFPL4,0.26372275,0,5077,2.64E-01,5899,-822
TRPV2,0.26387334,0,5079,2.64E-01,5900,-821
CWC27,0.263933105,0,5080,2.64E-01,5901,-821
MRGPRD,0.264102079,0,5081,2.64E-01,5902,-821
LOC102155954,0.264404142,0,5083,2.64E-01,5903,-820
HS6ST3,0.26454859,0,5084,2.65E-01,5904,-820
LOC106558948,0.264550102,0,5086,2.65E-01,5905,-819
LOC479912,0.264550102,0,5087,2.65E-01,5906,-819
TMEM252,0.264789795,0,5088,2.65E-01,5907,-819
SCRN3,0.264789795,0,5089,2.65E-01,5908,-819
LOC102154909,0.264789795,0,5090,2.65E-01,5909,-819
LRRIQ1,0.264938292,0,5091,2.65E-01,5910,-819
VPS51,0.265099867,0,5092,2.65E-01,5911,-819
LOC102153165,0.265409349,0,5093,2.65E-01,5912,-819
NMNAT2,0.265471747,0,5094,2.65E-01,5913,-819
SMG7,0.265471747,0,5095,2.65E-01,5914,-819
CHMP4B,0.26553998,0,5097,2.66E-01,5915,-818
LOC106559229,0.265943286,0,5098,2.66E-01,5916,-818
LOC102153950,0.266000831,0,5100,2.66E-01,5917,-817
DDX10,0.266231748,0,5101,2.66E-01,5918,-817
LOC102152414,0.266231748,0,5102,2.66E-01,5919,-817
TEX29,0.266281776,0,5103,2.66E-01,5920,-817
C9H17orf89,0.266355315,0,5105,2.66E-01,5921,-816
ENTHD2,0.266355315,0,5106,2.66E-01,5922,-816
CEP131,0.266355315,0,5107,2.66E-01,5923,-816
N4BP1,0.266382744,0,5108,2.66E-01,5924,-816
LOC490277,0.266413418,0,5109,2.66E-01,5925,-816
MYOCD,0.266892418,0,5110,2.67E-01,5926,-816
PREP,0.266969003,0,5111,2.67E-01,5927,-816
WDR20,0.267131685,0,5112,2.67E-01,5928,-816
KIAA1217,0.267149781,0,5113,2.67E-01,5929,-816
CPEB3,0.267478332,0,5114,2.67E-01,5930,-816
GRID2IP,0.267579969,0,5115,2.68E-01,5931,-816
LOC102151186,0.267579969,0,5116,2.68E-01,5932,-816
LOC102157383,0.267599257,0,5117,2.68E-01,5933,-816
LOC102151393,0.267922967,0,5119,2.68E-01,5934,-815
CROCC2,0.268103477,0,5120,2.68E-01,5935,-815
LOC106557804,0.268103477,0,5121,2.68E-01,5936,-815
LOC102151164,0.268219102,0,5122,2.68E-01,5937,-815
ME1,0.268341,0,5123,2.68E-01,5938,-815
TRIML1,0.268678467,0,5124,2.69E-01,5939,-815
S100PBP,0.268692297,0,5125,2.69E-01,5940,-815
YARS,0.268692297,0,5126,2.69E-01,5941,-815
SLC3A2,0.268730749,0,5127,2.69E-01,5942,-815
RILPL2,0.269025884,0,5128,2.69E-01,5943,-815
LOC102153176,0.269025884,0,5129,2.69E-01,5944,-815
TMEM167B,0.269100228,0,5130,2.69E-01,5945,-815
ADAM10,0.269138887,0,5131,2.69E-01,5946,-815
LRRC75A,0.269201515,0,5132,2.69E-01,5947,-815
SPECC1,0.269201515,0,5134,2.69E-01,5948,-814
LOC102155237,0.269558111,0,5135,2.70E-01,5949,-814
STX8,0.269750632,0,5136,2.70E-01,5950,-814
GTF2A1L,0.270077988,0,5137,2.70E-01,5951,-814
EEF2K,0.270189026,0,5139,2.70E-01,5952,-813
LOC106557876,0.270189026,0,5140,2.70E-01,5953,-813
UBE2V1,0.27018959,0,5141,2.70E-01,5954,-813
EML4,0.270265538,0,5142,2.70E-01,5955,-813
COX7A2L,0.270265538,0,5143,2.70E-01,5956,-813
LOC489979,0.270414933,0,5144,2.70E-01,5957,-813
SLC35F2,0.270579878,0,5146,2.71E-01,5958,-812
AFAP1,0.270605668,0,5147,2.71E-01,5959,-812
ABLIM2,0.270605668,0,5148,2.71E-01,5960,-812
MIR95,0.270605668,0,5149,2.71E-01,5961,-812
HTRA3,0.270605668,0,5150,2.71E-01,5962,-812
TTC26,0.270747855,0,5151,2.71E-01,5963,-812
LOC102151644,0.27104688,0,5152,2.71E-01,5964,-812
LOC609452,0.271126383,0,5153,2.71E-01,5965,-812
NLRP9,0.271177247,0,5154,2.71E-01,5966,-812
SBK2,0.271177247,0,5155,2.71E-01,5967,-812
SSC5D,0.271177247,0,5156,2.71E-01,5968,-812
MAP3K6,0.271253477,0,5157,2.71E-01,5969,-812
CTRB2,0.27129221,0,5158,2.71E-01,5970,-812
LOC106558122,0.27137659,0,5159,2.71E-01,5971,-812
KCTD16,0.271479327,0,5160,2.71E-01,5972,-812
LOC102155238,0.271479327,0,5161,2.71E-01,5973,-812
LDB2,0.271488,0,5162,2.71E-01,5974,-812
COBL,0.271488,0,5163,2.71E-01,5975,-812
LAMP1,0.271488,0,5164,2.71E-01,5976,-812
TBC1D14,0.271531125,0,5165,2.72E-01,5977,-812
NPY2R,0.271620192,0,5166,2.72E-01,5978,-812
MAP9,0.271620192,0,5167,2.72E-01,5979,-812
CARD6,0.271638253,0,5168,2.72E-01,5980,-812
POC5,0.271750997,0,5169,2.72E-01,5981,-812
ANKDD1B,0.271750997,0,5170,2.72E-01,5982,-812
POLK,0.271750997,0,5171,2.72E-01,5983,-812
TUBGCP5,0.271750997,0,5172,2.72E-01,5984,-812
LOC106558272,0.271797345,0,5173,2.72E-01,5985,-812
PSME1,0.271896507,0,5175,2.72E-01,5986,-811
DHRS1,0.271896507,0,5176,2.72E-01,5987,-811
BST1,0.272055768,0,5177,2.72E-01,5988,-811
PPP1R2,0.272199943,0,5178,2.72E-01,5989,-811
LOC102153760,0.272258519,0,5179,2.72E-01,5990,-811
FER,0.272303497,0,5180,2.72E-01,5991,-811
LOC481939,0.272303497,0,5181,2.72E-01,5992,-811
TRAF3,0.272331908,0,5182,2.72E-01,5993,-811
ACYP2,0.27236785,0,5183,2.72E-01,5994,-811
RNF169,0.272387761,0,5184,2.72E-01,5995,-811
PIKFYVE,0.544816446,1,8708,2.72E-01,5996,2712
CHD3,0.272442818,0,5185,2.72E-01,5997,-812
RHOJ,0.272442818,0,5186,2.72E-01,5998,-812
SLC7A13,0.272855459,0,5187,2.73E-01,5999,-812
ARHGEF15,0.273018863,0,5188,2.73E-01,6000,-812
FAT1,0.273025908,0,5189,2.73E-01,6001,-812
LOC106557577,0.273107739,0,5190,2.73E-01,6002,-812
ENO4,0.27312653,0,5191,2.73E-01,6003,-812
CMYA5,0.273265679,0,5192,2.73E-01,6004,-812
MYO15A,0.546767263,1,8742,2.73E-01,6005,2737
LOC102152864,0.273391853,0,5193,2.73E-01,6006,-813
LOC106559576,0.273396278,0,5194,2.73E-01,6007,-813
SHPRH,0.27340812,0,5195,2.73E-01,6008,-813
LOC102154181,0.27340812,0,5196,2.73E-01,6009,-813
XDH,0.820291352,2,11212,2.73E-01,6010,5202
PATL1,0.273436363,0,5197,2.73E-01,6011,-814
NEBL,0.273885113,0,5199,2.74E-01,6012,-813
LOC106559290,0.273983715,0,5201,2.74E-01,6013,-812
PRKCH,0.274018906,0,5202,2.74E-01,6014,-812
LOC100684380,0.274049333,0,5203,2.74E-01,6015,-812
LOC106559254,0.274049333,0,5204,2.74E-01,6016,-812
PDHB,0.822504585,2,11232,2.74E-01,6017,5215
CACYBP,0.274264156,0,5205,2.74E-01,6018,-813
KIAA0430,0.274313568,0,5207,2.74E-01,6019,-812
MEMO1,0.274330193,0,5208,2.74E-01,6020,-812
VWA8,0.274344123,0,5209,2.74E-01,6021,-812
EXD2,0.274423499,0,5210,2.74E-01,6022,-812
CCDC60,0.274494145,0,5211,2.74E-01,6023,-812
SERPINC1,0.274525862,0,5212,2.75E-01,6024,-812
LOC102151848,0.274711339,0,5213,2.75E-01,6025,-812
UBR4,0.274756903,0,5214,2.75E-01,6026,-812
ATXN7L3,0.2747702,0,5215,2.75E-01,6027,-812
SPON1,0.2749241,0,5216,2.75E-01,6028,-812
SMG6,0.274959227,0,5217,2.75E-01,6029,-812
METTL16,0.274959227,0,5218,2.75E-01,6030,-812
ABHD10,0.27498624,0,5219,2.75E-01,6031,-812
BCL6,0.275051035,0,5220,2.75E-01,6032,-812
DMRT1,0.275112967,0,5221,2.75E-01,6033,-812
DEFB110,0.275112967,0,5222,2.75E-01,6034,-812
AS3MT,0.275112967,0,5223,2.75E-01,6035,-812
LOC100684996,0.275112967,0,5224,2.75E-01,6036,-812
HERPUD2,0.275204228,0,5225,2.75E-01,6037,-812
ZNF362,0.275368647,0,5226,2.75E-01,6038,-812
LOC102155887,0.275657564,0,5227,2.76E-01,6039,-812
LOC106559409,0.275928412,0,5229,2.76E-01,6040,-811
UBA6,0.275996589,0,5230,2.76E-01,6041,-811
LOC102151310,0.276154559,0,5231,2.76E-01,6042,-811
HMGCR,0.276218789,0,5233,2.76E-01,6043,-810
ANKRD31,0.276218789,0,5234,2.76E-01,6044,-810
LOC100683360,0.276218789,0,5235,2.76E-01,6045,-810
MC4R,0.553383457,1,8811,2.77E-01,6046,2765
LOC102151918,0.276790114,0,5236,2.77E-01,6047,-811
PSMB7,0.276790114,0,5237,2.77E-01,6048,-811
